;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-12.266666666666595 -1.5 0.0,-15.704444444444335 -4.5 0.0,-53.354999999999908 -4.5 0.0,-97.79499999999996 -4.5 0.0,-142.235 -4.5 0.0,-186.675 -4.5 0.0,1.5 -153.34500000000004 1.5707963267948966,1.5 -284.0 1.5707963267948966,4.5 -10.766666666666595 1.5707963267948966,4.5 -33.12255555555544 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,196.89277777777796 -4.5 0.0,164.29000000000026 -4.5 0.0,76.51055555555564 -4.5 0.0,49.628061098518838 -4.5 0.0,23.418937781987645 -4.5 0.0,4.5 285.8790005752499 1.5707963267948966,-237.92128028935174 1.5 3.141592653589793,-252.44277777777803 4.5 3.141592653589793,-101.46500000000012 4.5 3.141592653589793,-74.47229798116597 4.5 3.141592653589793,-48.354756278570238 4.5 3.141592653589793,-24.11592777081968 4.5 3.141592653589793,-4.5 -281.0291048810975 -1.5707963267948966,-4.5 -124.47910488109739 -1.5707963267948966,208.89499999999999 1.5 3.141592653589793,18.8936670705624 4.5 3.141592653589793,43.57970202162659 4.5 3.141592653589793,86.68499999999995 4.5 3.141592653589793,131.125 4.5 3.141592653589793,175.565 4.5 3.141592653589793,220.005 4.5 3.141592653589793,264.445 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-5.410811380062106 0.8649665951782016 0.6774380640350717,-2.443037491590616 4.5 3.141592653589793,;road_0_1_0 g r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 g r,
-12.266666666666595 -1.5 0.0,-12.001111111111016 -4.5 0.0,-42.24499999999989 -4.5 0.0,-86.68499999999995 -4.5 0.0,-131.125 -4.5 0.0,-175.565 -4.5 0.0,1.5 -142.235 1.5707963267948966,1.5 -275.0 1.5707963267948966,4.5 -27.510911111111 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,208.00277777777797 -4.5 0.0,175.40000000000024 -4.5 0.0,87.62055555555564 -4.5 0.0,60.60305888133356 -4.5 0.0,34.07958636953836 -4.5 0.0,4.5 296.9890005752499 1.5707963267948966,-249.03128028935175 1.5 3.141592653589793,-263.55277777777806 4.5 3.141592653589793,-112.57500000000012 4.5 3.141592653589793,-85.49137878869962 4.5 3.141592653589793,-58.99346656211974 4.5 3.141592653589793,-33.889832111764757 4.5 3.141592653589793,-10.960145694552342 4.5 3.141592653589793,-4.5 -292.1391048810975 -1.5707963267948966,-4.5 -135.5891048810974 -1.5707963267948966,197.78500000000003 1.5 3.141592653589793,14.4517237798093 4.5 3.141592653589793,35.221196146291678 4.5 3.141592653589793,75.57499999999993 4.5 3.141592653589793,120.01499999999999 4.5 3.141592653589793,164.455 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,253.335 4.5 3.141592653589793,291.0 4.5 3.141592653589793,-5.410811380062106 0.8649665951782016 0.6774380640350717,4.5 -9.766666666666595 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-12.266666666666595 -1.5 0.0,-10.766666666666595 -4.5 0.0,-33.12255555555544 -4.5 0.0,-75.57499999999993 -4.5 0.0,-120.01499999999999 -4.5 0.0,-164.455 -4.5 0.0,1.5 -131.125 1.5707963267948966,1.5 -264.445 1.5707963267948966,4.5 -23.135542222222115 1.5707963267948966,4.5 -53.51466222222214 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,219.11277777777799 -4.5 0.0,186.51000000000028 -4.5 0.0,98.73055555555564 -4.5 0.0,71.6320575510224 -4.5 0.0,44.88397493081938 -4.5 0.0,-260.14128028935178 1.5 3.141592653589793,-274.66277777777807 4.5 3.141592653589793,-123.68500000000012 4.5 3.141592653589793,-96.54682727321982 4.5 3.141592653589793,-69.79644761425843 4.5 3.141592653589793,-44.05902794861665 4.5 3.141592653589793,-20.086801129626325 4.5 3.141592653589793,-4.5 -146.69910488109739 -1.5707963267948966,186.675 1.5 3.141592653589793,11.786557805357461 4.5 3.141592653589793,28.80833105846449 4.5 3.141592653589793,64.46499999999992 4.5 3.141592653589793,108.90499999999997 4.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,242.225 4.5 3.141592653589793,284.0 4.5 3.141592653589793,-4.631630287414724 1.4917654663169687 0.6774380640350717,4.5 -6.766666666666595 1.5707963267948966,;road_0_1_0 g r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 g r,
-11.266666666666595 -1.5 0.0,-27.510911111111 -4.5 0.0,-64.46499999999992 -4.5 0.0,-108.90499999999997 -4.5 0.0,-153.34500000000004 -4.5 0.0,1.5 -120.01499999999999 1.5707963267948966,1.5 -253.335 1.5707963267948966,4.5 -18.263065777777685 1.5707963267948966,4.5 -43.80293422222212 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,230.222777777778 -4.5 0.0,197.6200000000003 -4.5 0.0,109.84055555555564 -4.5 0.0,82.69345675283569 -4.5 0.0,55.78900771283835 -4.5 0.0,-271.25128028935179 1.5 3.141592653589793,-285.77277777777808 4.5 3.141592653589793,-134.79500000000014 4.5 3.141592653589793,-107.62409636393194 4.5 3.141592653589793,-80.70768917474702 4.5 3.141592653589793,-54.5145920253011 4.5 3.141592653589793,-29.709531024592836 4.5 3.141592653589793,-4.5 -157.80910488109738 -1.5707963267948966,175.565 1.5 3.141592653589793,10.453974818131542 4.5 3.141592653589793,24.216128385006358 4.5 3.141592653589793,53.354999999999908 4.5 3.141592653589793,97.79499999999996 4.5 3.141592653589793,142.235 4.5 3.141592653589793,186.675 4.5 3.141592653589793,231.115 4.5 3.141592653589793,275.0 4.5 3.141592653589793,299.0 4.5 3.141592653589793,-9.766666666666595 -4.5 0.0,-2.4692156618956875 3.56837529689357 0.8195845655729757,4.5 -1.7666666666665947 1.5707963267948966,;road_0_1_0 g g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
-10.266666666666595 -1.5 0.0,-23.135542222222115 -4.5 0.0,-53.51466222222214 -4.5 0.0,-97.79499999999996 -4.5 0.0,-142.235 -4.5 0.0,1.5 -108.90499999999997 1.5707963267948966,1.5 -242.225 1.5707963267948966,4.5 -14.027553185185127 1.5707963267948966,4.5 -35.58034186666657 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,241.332777777778 -4.5 0.0,208.7300000000003 -4.5 0.0,120.95055555555564 -4.5 0.0,93.77429627392367 -4.5 0.0,66.76306716919994 -4.5 0.0,-282.3612802893518 1.5 3.141592653589793,-296.8827777777781 4.5 3.141592653589793,-145.90500000000012 4.5 3.141592653589793,-118.71445781835922 4.5 3.141592653589793,-91.68970586856341 4.5 3.141592653589793,-65.17407919717718 4.5 3.141592653589793,-39.72266824021303 4.5 3.141592653589793,-4.5 -168.91910488109739 -1.5707963267948966,164.455 1.5 3.141592653589793,21.09667429805768 4.5 3.141592653589793,44.09371890087266 4.5 3.141592653589793,86.68499999999995 4.5 3.141592653589793,131.125 4.5 3.141592653589793,175.565 4.5 3.141592653589793,220.005 4.5 3.141592653589793,264.445 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-6.766666666666595 -4.5 0.0,0.6062736990499177 7.497211173001818 0.9862365891433453,4.5 5.233333333333405 1.570796326794897,9.787683324518583 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-18.263065777777685 -4.5 0.0,-43.80293422222212 -4.5 0.0,-86.68499999999995 -4.5 0.0,-131.125 -4.5 0.0,1.5 -97.79499999999996 1.5707963267948966,1.5 -231.115 1.5707963267948966,4.5 -11.486245629629594 1.5707963267948966,4.5 -28.90953982814807 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,252.44277777777803 -4.5 0.0,219.84000000000033 -4.5 0.0,132.06055555555566 -4.5 0.0,104.86679998657645 -4.5 0.0,77.78372671530703 -4.5 0.0,1.5 14.322021920871486 1.5707963267948966,4.5 14.233333333333406 1.5707963267948966,-293.4712802893518 1.5 3.141592653589793,-157.01500000000014 4.5 3.141592653589793,-129.81267469101557 4.5 3.141592653589793,-102.71767893936718 4.5 3.141592653589793,-75.97673320449495 4.5 3.141592653589793,-50.03513005737391 4.5 3.141592653589793,-4.5 -180.0291048810974 -1.5707963267948966,153.34500000000004 1.5 3.141592653589793,18.93045212858658 4.5 3.141592653589793,37.49937564479262 4.5 3.141592653589793,75.57499999999993 4.5 3.141592653589793,120.01499999999999 4.5 3.141592653589793,164.455 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,253.335 4.5 3.141592653589793,291.0 4.5 3.141592653589793,-1.7666666666665947 -4.5 0.0,-9.281599071627955 -1.3527658874714539 0.2021477304581369,9.565586159980928 4.5 3.141592653589793,;road_0_1_0 g r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 g r,
-12.730739911111016 -4.5 0.0,-35.58034186666657 -4.5 0.0,-75.57499999999993 -4.5 0.0,-120.01499999999999 -4.5 0.0,1.5 -86.68499999999995 1.5707963267948966,1.5 -220.005 1.5707963267948966,4.5 -10.639143111111082 1.5707963267948966,4.5 -24.257859534222179 1.5707963267948966,4.5 -53.362148022518457 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,263.55277777777806 -4.5 0.0,230.95000000000034 -4.5 0.0,143.17055555555565 -4.5 0.0,115.96630221416813 -4.5 0.0,88.83545676634536 -4.5 0.0,1.5 23.322021920871486 1.5707963267948966,4.5 24.788333333333406 1.5707963267948966,-168.1250000000001 4.5 3.141592653589793,-140.9156048146094 4.5 3.141592653589793,-113.7753206145578 4.5 3.141592653589793,-86.8787061126046 4.5 3.141592653589793,-60.57230211768587 4.5 3.141592653589793,-4.5 -191.1391048810974 -1.5707963267948966,142.235 1.5 3.141592653589793,299.0 1.5 3.141592653589793,17.528911309223476 4.5 3.141592653589793,32.52418602173776 4.5 3.141592653589793,64.46499999999992 4.5 3.141592653589793,108.90499999999997 4.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,242.225 4.5 3.141592653589793,284.0 4.5 3.141592653589793,5.233333333333405 -4.5 4.1895208476420999e-16,-6.6170922577909059 -0.02389460630548379 0.5845597376515513,8.565586159980928 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-27.87208920888878 -4.5 0.0,-64.46499999999992 -4.5 0.0,-108.90499999999997 -4.5 0.0,1.5 -75.57499999999993 1.5707963267948966,1.5 -208.89499999999999 1.5707963267948966,1.5 -299.0 1.5707963267948966,4.5 -10.639143111111082 1.5707963267948966,4.5 -21.401868016355537 1.5707963267948966,4.5 -44.08033090512586 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,274.66277777777807 -4.5 0.0,242.06000000000035 -4.5 0.0,154.28055555555563 -4.5 0.0,127.07000355072313 -4.5 0.0,99.9076953909928 -4.5 0.0,14.233333333333406 -4.5 0.0,1.5 33.877021920871488 1.5707963267948966,4.5 35.898333333333408 1.5707963267948966,-179.23500000000014 4.5 3.141592653589793,-152.02136288876569 4.5 3.141592653589793,-124.8520203192972 4.5 3.141592653589793,-97.848880248424 4.5 3.141592653589793,-71.27525829727529 4.5 3.141592653589793,-4.5 -202.24910488109743 -1.5707963267948966,131.125 1.5 3.141592653589793,296.0 1.5 3.141592653589793,16.03885518456832 4.5 3.141592653589793,28.960497733597778 4.5 3.141592653589793,54.49156072468625 4.5 3.141592653589793,97.79499999999996 4.5 3.141592653589793,142.235 4.5 3.141592653589793,186.675 4.5 3.141592653589793,231.115 4.5 3.141592653589793,275.0 4.5 3.141592653589793,299.0 4.5 3.141592653589793,-7.49645786666656 -4.5 0.0,-2.8104781076741305 3.202944122660563 0.8195845655729757,5.565586159980929 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-21.218500791111013 -4.5 0.0,-53.354999999999908 -4.5 0.0,-97.79499999999996 -4.5 0.0,1.5 -64.46499999999992 1.5707963267948966,1.5 -197.78500000000003 1.5707963267948966,1.5 -296.0 1.5707963267948966,4.5 -10.639143111111082 1.5707963267948966,4.5 -19.667976357831095 1.5707963267948966,4.5 -37.72291256594957 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,285.77277777777808 -4.5 0.0,253.17000000000037 -4.5 0.0,165.39055555555565 -4.5 0.0,138.17622435265614 -4.5 0.0,110.99335892219594 -4.5 0.0,24.788333333333406 -4.5 0.0,1.5 44.987021920871487 1.5707963267948966,4.5 47.008333333333407 1.5707963267948966,-190.3450000000001 4.5 3.141592653589793,-163.12881773325948 4.5 3.141592653589793,-135.94090896191586 4.5 3.141592653589793,-108.86547621772115 4.5 3.141592653589793,-82.09874190489866 4.5 3.141592653589793,-4.5 -213.35910488109745 -1.5707963267948966,120.01499999999999 1.5 3.141592653589793,291.0 1.5 3.141592653589793,13.368632301227877 4.5 3.141592653589793,25.90855592175194 4.5 3.141592653589793,46.84834806805759 4.5 3.141592653589793,86.68499999999995 4.5 3.141592653589793,131.125 4.5 3.141592653589793,175.565 4.5 3.141592653589793,220.005 4.5 3.141592653589793,264.445 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-2.0099303999998989 -4.5 0.0,1.2582994364011402 8.847755345532815 1.1239538583091327,3.5655861599809288 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-16.465937635555464 -4.5 0.0,-42.883777422222127 -4.5 0.0,-86.68499999999995 -4.5 0.0,1.5 -53.354999999999908 1.5707963267948966,1.5 -186.675 1.5707963267948966,1.5 -291.0 1.5707963267948966,4.5 -10.639143111111082 1.5707963267948966,4.5 -18.40322139084799 1.5707963267948966,4.5 -33.07886508712767 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,296.8827777777781 -4.5 0.0,264.28000000000039 -4.5 0.0,176.50055555555566 -4.5 0.0,149.28395683381593 -4.5 0.0,122.08774925476662 -4.5 0.0,35.898333333333408 -4.5 0.0,1.5 56.097021920871487 1.5707963267948966,1.5 17.822021920871486 1.5707963267948966,4.5 58.1183333333334 1.5707963267948966,-201.45500000000016 4.5 3.141592653589793,-174.23729063995575 4.5 3.141592653589793,-147.03756343935206 4.5 3.141592653589793,-119.91342704392277 4.5 3.141592653589793,-93.00875482388709 4.5 3.141592653589793,-4.5 -224.46910488109746 -1.5707963267948966,108.90499999999997 1.5 3.141592653589793,284.0 1.5 3.141592653589793,11.66787076591612 4.5 3.141592653589793,22.459961791676109 4.5 3.141592653589793,40.78029701612269 4.5 3.141592653589793,75.57499999999993 4.5 3.141592653589793,120.01499999999999 4.5 3.141592653589793,164.455 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,253.335 4.5 3.141592653589793,291.0 4.5 3.141592653589793,5.476597066666763 -4.5 4.1895208476420999e-16,2.5655861599809288 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-11.663887111111024 -4.5 0.0,-34.509860760888788 -4.5 0.0,-75.57499999999993 -4.5 0.0,1.5 -42.24499999999989 1.5707963267948966,1.5 -175.565 1.5707963267948966,1.5 -284.0 1.5707963267948966,4.5 -10.639143111111082 1.5707963267948966,4.5 -18.29221050708668 1.5707963267948966,4.5 -29.631515117586959 1.5707963267948966,4.5 -54.64241644969147 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,275.3900000000004 -4.5 0.0,187.6105555555557 -4.5 0.0,160.3925963225118 -4.5 0.0,133.1877787826183 -4.5 0.0,47.008333333333407 -4.5 0.0,14.963124533333425 -4.5 0.0,1.5 67.20702192087149 1.5707963267948966,1.5 28.37702192087149 1.5707963267948966,4.5 69.22833333333341 1.5707963267948966,-212.56500000000018 4.5 3.141592653589793,-185.3463743839735 4.5 3.141592653589793,-158.13914890093279 4.5 3.141592653589793,-130.98241249758173 4.5 3.141592653589793,-103.98021387714167 4.5 3.141592653589793,-4.5 -235.57910488109747 -1.5707963267948966,97.79499999999996 1.5 3.141592653589793,275.0 1.5 3.141592653589793,10.66787076591612 4.5 3.141592653589793,20.17761570236337 4.5 3.141592653589793,35.28633548470066 4.5 3.141592653589793,64.57709280085257 4.5 3.141592653589793,108.90499999999997 4.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,242.225 4.5 3.141592653589793,284.0 4.5 3.141592653589793,-0.43441384001907226 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-27.125434423466574 -4.5 0.0,-64.46499999999992 -4.5 0.0,1.5 -31.134999999999878 1.5707963267948966,1.5 -164.455 1.5707963267948966,1.5 -275.0 1.5707963267948966,4.5 -18.148342255082129 1.5707963267948966,4.5 -27.50760078149648 1.5707963267948966,4.5 -47.22363263909506 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,286.5000000000004 -4.5 0.0,198.72055555555569 -4.5 0.0,171.50178001572935 -4.5 0.0,144.2914336963149 -4.5 0.0,58.1183333333334 -4.5 0.0,25.761388266666758 -4.5 0.0,1.5 78.31702192087148 1.5707963267948966,1.5 39.487021920871487 1.5707963267948966,4.5 80.3383333333334 1.5707963267948966,-223.67500000000016 4.5 3.141592653589793,-196.45582463038418 4.5 3.141592653589793,-169.24385584295264 4.5 3.141592653589793,-142.0654241512383 4.5 3.141592653589793,-114.99489041604949 4.5 3.141592653589793,-4.5 -246.68910488109749 -1.5707963267948966,86.68499999999995 1.5 3.141592653589793,264.445 1.5 3.141592653589793,10.223426321471664 4.5 3.141592653589793,18.548360355838044 4.5 3.141592653589793,31.428701442325065 4.5 3.141592653589793,54.86278670165245 4.5 3.141592653589793,97.79499999999996 4.5 3.141592653589793,142.235 4.5 3.141592653589793,186.675 4.5 3.141592653589793,231.115 4.5 3.141592653589793,275.0 4.5 3.141592653589793,299.0 4.5 3.141592653589793,-6.828845007407324 -4.5 0.0,4.5 -9.639143111111082 1.5707963267948966,-5.434413840019072 4.5 -3.1415926535897928,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-20.549667083045848 -4.5 0.0,-53.354999999999908 -4.5 0.0,1.5 -21.87666666666655 1.5707963267948966,1.5 -153.34500000000004 1.5707963267948966,1.5 -264.445 1.5707963267948966,4.5 -17.0770073146939 1.5707963267948966,4.5 -26.13113293734699 1.5707963267948966,4.5 -41.971410923738748 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,297.6100000000004 -4.5 0.0,209.8305555555557 -4.5 0.0,182.61129023165987 -4.5 0.0,155.39740896272418 -4.5 0.0,69.22833333333341 -4.5 0.0,36.871388266666759 -4.5 0.0,1.5 89.42702192087148 1.5707963267948966,1.5 50.597021920871487 1.5707963267948966,4.5 91.4483333333334 1.5707963267948966,-234.7850000000002 4.5 3.141592653589793,-207.56549477823058 4.5 3.141592653589793,-180.3505334072074 4.5 3.141592653589793,-153.157738216328 4.5 3.141592653589793,-126.0397062408563 4.5 3.141592653589793,-12.434413840019073 4.5 3.141592653589793,-4.5 -257.7991048810975 -1.5707963267948966,-4.5 299.0 -1.5707963267948966,75.57499999999993 1.5 3.141592653589793,253.335 1.5 3.141592653589793,10.223426321471664 4.5 3.141592653589793,17.886716504800917 4.5 3.141592653589793,28.39902412077663 4.5 3.141592653589793,47.888960200811258 4.5 3.141592653589793,86.68499999999995 4.5 3.141592653589793,131.125 4.5 3.141592653589793,175.565 4.5 3.141592653589793,220.005 4.5 3.141592653589793,264.445 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-3.605483604938187 -4.5 0.0,4.5 -6.639143111111082 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
